serial,name_ar,tweet_count,created_at,text,impression,key_freq,words_n
101,جبران باسيل‎,1,26-Jul-2018,#باسيل: التهديد الأكبر للصيغة اللبنانية هو النزوح السوري واللجوء الفلسطيني على أرضنا، الذي يتوجب إعادتهم سريعاً الى بلدانهم، آمنين كريمين كي لا يمس التنوع الذي هو أساس لأي حل دائم في المنطقة,-1,4,190
102,جبران باسيل‎,1,18-Jul-2018,باسيل بعد افتتاح مكتب خدمات التيار الوطني الحر في كسروان: لبنان تحمل ٧ سنين موضوع النزوح السوري والتيار يتحرك وحده ونادينا بالعودة من اليوم الاول ومن يحب السوريين هو من يطالب بعودتهم الى بلدهم وإجراء مصالحة حقيقية في سوريا,-1,2,222
103,جبران باسيل‎,1,12-Jul-2018,باسيل في إطلاق اللجنة المركزية لعودة النازحين: هدف اللجنة تسهيل وتشجيع العودة ومنع اي احتكاك بين الشعبين اللبناني والسوري والاتصال والعمل مع البلديات وبمرحلة ثانية مع المؤسسات وعلى رأسها الأمن العام,-1,2,198
104,جبران باسيل‎,1,10-Jul-2018,#باسيل: قادرون على تخطي التحديات وتفكيرنا ايجابي وعلى رغم مصاعب المرحلة هناك ايجابيات فالنزوح السوري سيخف العبء الذي يسببه تدريجيا والاقتصاد سيعطى العناية اللازمة,-1,3,162
105,جبران باسيل‎,1,10-Jul-2018,#باسيل: لم نقل ان عودة السوريين تعني حكما نهوض الاقتصاد لكن ما نقوله هو ان العبء بسبب النزوح لا يسمح للاقتصاد بالنهوض,-1,2,117
106,جبران باسيل‎,1,13-Jun-2018,#باسيل: لا نقبل بعودة النازحين اذا لم تكن آمنة او ان يحصل شيء لأحدهم لا سمح الله واؤكد اننا سنبقى نعمل وانا راسلت وزير خارجية سوريا بموضوع حقوقكم بالملكية والتجنيد الالزامي فأكد لي بكتابه انهم مع العودة الآمنة والكريمة والمصالحة,-1,2,228
107,جبران باسيل‎,1,11-Jun-2018,#باسيل:أقول لكم كوزير للخارجية أنّ هناك بلداناً بدأت بتجهيز عودة اللاجئين وفتح قنواتها الاقتصادية على سوريا.فلمَ لا نتمثّل بها ونفكّر سوياً في إعادة بناء سوريا؟سوريا بحاجة إلينا كما أننا لم ننكر يوماً حاجتنا إلى اليد العاملة السورية.وهذا المشروع يبدأ مع وضع خطة اقتصادية واضحة.,-1,1,277
108,جبران باسيل‎,1,11-Jun-2018,#باسيل خلال افطار رمضاني للهيئات الإقتصادية: طالما أنه هناك عدد لاجئين يصل إلى نصف عدد شعبنا اللبناني، فلن نتقدّم في اقتصادنا. نُحارَب اليوم على ما نفعله، في الوقت الذي نحترم فيه رغبة السوريين بالعودة إلى وطنهم، كذلك رغبة اللبنانيين في تحقيق نمو اقتصادي في وطنهم.,-1,1,263
109,جبران باسيل‎,1,7-Jun-2018,#باسيل: مفوضية اللاجئين تواجه السياسة اللبنانية القائمة على رفض التوطين واندماج السوريين النازحين في لبنان ورغم تنبيهنا استمرت العملية ولذلك اعلن عزمي اعتبارا من يوم غد على القيام بأول اجراء بحق المفوضية,-1,2,203
110,جبران باسيل‎,1,7-Jun-2018,#باسيل: نعلن تصميمنا على كسر الارادة الدولية بمنع عودة النازحين وهذه القصة قصة وحدة وطنية فالسني في عكار موجوع اكثر من الماروني في البترون والسوري موجوع اكثر من الجميع وعلينا ان نداوي وجع بعضنا,-1,2,193
111,جبران باسيل‎,1,7-Jun-2018,#باسيل: استقبلنا اكبر شعب نازح هو الشعب السوري الجار والشقيق ومحبتنا له تقول بأن وقت العودة حان فظروفها تأمنت ولا مانع من تحقيقها الا ارادة دولية,-1,2,145
112,جبران باسيل‎,1,12-May-2018,#باسيل: دين علينا انّو يرجعوا النازحين على بلادهم، ولو وقفنا بوجّ كلّ المجتمع الدولي وبوجّ المتواطئين معو بالداخل، وهنّي متل ما قالوا فليحكم الاخوان، قالوا في بروكسيل فليبقى السوريون، وبوزارتن، وزارة الشؤون الاجتماعية، ما بيعملوا شي ليرجّعوا السوريين.,-1,3,251
113,جبران باسيل‎,1,22-Apr-2018,#باسيل: منذ البداية نقول اننا نواجه مؤامرة توطين النازحين لكن مشكلتنا غياب الشركاء الداخليين الذين يصوتون معنا على الورقة التي رفعناها للحكومة لتطبيق سياسة لبنانية تعيد السوريين,-1,4,177
114,جبران باسيل‎,1,22-Apr-2018,#باسيل: هناك من يجرؤ على التنغيم بسمفونية التوطين فأين هم جميعا من موضوع النزوح واين صوتهم؟ امس اعربت مفوضية اللاجئين عن انزعاجها لأن ٤٨٠ سوريا عادوا... الم نقل لكم ان هناك مؤامرة خارجية لتوطين النازحين؟ الم نواجهها منذ البداية؟ فأين كان هؤلاء؟,-1,3,244
115,جبران باسيل‎,1,21-Mar-2018,#باسيل: مقدمة دستورنا تحظر التوطين والدولة متمسكة بحق العودة للاجئين الفلسطينيين والنازحين السوريين ولهذا السبب ينبغي التنبه لموضوع التجنيس الجماعي,-1,4,147
116,جبران باسيل‎,1,19-Jan-2018,"#باسيل من مؤتمر ""النزوح السوري في لبنان: تداعيات وحلول"":إطالة أزمة النزوح السوري تؤدي الى توطين يبدأ مقنعا وينتهي كدائم، وهو مرفوض في الدستور",-1,3,141
117,جبران باسيل‎,1,14-Jan-2018,#باسيل من جبل اكروم: ليس من خلال زيارة نعد ونحقق فورا بل نحتاج الى سياسات اقتصادية  كبرى ولا قيامة لاقتصادنا دون حل ازمة النزوح السوري الذي ارهق البلد بمليون ونصف نازح,-1,3,167
118,جبران باسيل‎,1,14-Nov-2017,باسيل: لا نريد للبنان ان يصدر المشاكل الى احد فتكفيه مشاكله وابرزها النزوح السوري,-1,2,81
119,جبران باسيل‎,1,27-Oct-2017,"باسيل: نحلّ مشكلة النزوح من خلال عودة السوريين الى سوريا وذهاب اللبنانيين اليها ليس غزواً بل اعماراً
#عنا_ايمان_باقتصادنا",-1,3,122
120,سمير جعجع,1,27-Mar-2019,الأمل الوحيد في عودة النازحين هو بوضع الضغط على الجانب الروسي من أجل تسهيل العودة ولا أعتقد أن إعادة الإعمار لها أي علاقة بالعودة لأن اللاجئ السوري الذي يعيش في خيمة في لبنان يفضل أن يكون في خيمة إلى جانب منزله المدمّر في سوريا @rllnewsdesk,-1,2,240
121,سمير جعجع,1,27-Mar-2019,حتى الآن لا زلت مقتنعاً بأن بشار الأسد لا يريد عودة النازحين وهو لا يزال يثقل كاهلهم بالكثير من القوانين كالتجنيد الإجباري وما يحصل على أرض الواقع مخالف لما صدر البارحة عن وزير الداخليّة السوري @rllnewsdesk,-1,2,206
122,سمير جعجع,1,25-Mar-2019,نعول كثيراً على زيارة الرئيس ميشال عون الى موسكو، والروس هم اول من وضع خطة لإعادة النازحين، ونحن ضد ربط عودتهم بالحل السياسي في سوريا.,-1,3,134
123,سمير جعجع,1,9-Sep-2018,في الحقيقة الجوهر المطروح ليس تطبيع العلاقات لإعادة النازحين السوريين إلى سوريا، التطبيع من أجل عودة النظام السوري إلى لبنان ونخسر بذلك مرتين: مرّة ببقاء النازحين هنا ومرّة ثانيّة بعودة النفوذ السوري لا سمح الله إلى #لبنان من جديد.,-1,2,231
124,سمير جعجع,1,22-Aug-2018,"هناك نظريات قائلة إنه يجب تطبيع العلاقات مع الحكومة السوريّة من أجل تسهيل عودة النازحين. لا وجود لدولة في سوريا أو حكومة هناك، وإن أراد البعض الإعتراف بها فهذا شأنه. نحن نعترف بالدولة السوريّة إلا أن السؤال هل بشار الأسد هو من يمثل الدولة السوريّة؟
#كرمالكن",-1,2,258
125,سمير جعجع,1,14-Jun-2018,"أكّدت لممثلة المفوضية العليا للاجئين في #لبنان ميراي جيرار دعم حزب ""#القوّات_اللبنانية"" لموقف فخامة الرئيس العماد #ميشال_عون في مسألة عودة النازحين السوريين إلى وطنهم.

https://t.co/a7SHfjWQVD",-1,2,194
