serial,user_id,name,name_ar,name_en,screen_name,location,description,tweet_count,tweet_nocount,followers_count,friends_count,account_created_at,status_id,created_at,text,naze7,impression_text,impression,cat,word,word_en,word_freq
56,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1138900161411919872,12-Jun-2019,لدينا 200 نازح سوري في الكلم المربع الواحد والفلسطينون والسوريون باتت نسبتهم اكثر من نصف عدد اللبنانيين ويأتي من يقول لنا الا حل الا بانتظار الحل السياسي في سوريا وهذا ما نرفضه,TRUE,negative,-1,new,حل,solution,24
57,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1138511353319215105,11-Jun-2019,لا مبرر بعد اليوم لبقاء النازحين السوريين في لبنان مع التشديد على ان لا احد يرغمهم على العودة وفي غالبية الحالات العودة ممكنة الى المناطق الآمنة والمساعدات التي يلقونها في لبنان يمكن ان يلقوها في بلادهم وليس في مكان يزداد فيه التوتر والمشكلات بفعل النزوح,TRUE,negative,-1,new,عودة,return,250
58,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1134437050118279169,31-May-2019,لبنان لم يستغل يوما وجود النازحين السوريين على ارضه ولم يستغل اي دولة خاصة اوروبا بهذا الموضوع والحل الطبيعي بعودتهم لسوريا,TRUE,negative,-1,new,عودة,return,250
59,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1134436955314446336,31-May-2019,باسيل بعد لقائه نظيره الاسباني : الشروط الضرورية لعودة النازحين السوريين اصبحت متوفرة بشكل كبير وكرامتهم باتت محفوظة لان اي تقارير جدية معاكسة لم تصدر بهذا المجال,TRUE,negative,-1,new,عودة,return,250
60,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1134375028391391233,31-May-2019,باسيل امام رئيسة محلس النواب الاسباني:لبنان يواجه عبء النزوح السوري والاخطر هي المحاولات لجعل هذا البقاء دائم لا موقت وهذا ما لا نريده وتجربتنا مع اللاجئين الفلسطينيين دليل,TRUE,negative,-1,new,عبء,burden,54
61,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1127307402322358272,11-May-2019,"ليس في استطاعتنا ان نترك نازحين على ارضنا طالما صار بامكانهم العودة،  ولأننا نحبهم ونحب بلدهم سوريا نريدهم ان يعودوا... ولأننا نحبكم ونحب بلدنا نريدهم ان يعودوا، اما اذا ""زعلت منا"" بعض الدول فنحن ""لا نشتغل عندهم"" بل عند الشعب اللبناني",TRUE,negative,-1,new,عودة,return,250
62,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1118071044269649920,16-Apr-2019,"أعيدوا سوريا الى الجامعة، ولنعمل معاً لإعادة النازحين الى سوريا، ولتكن الجامعة العربية أم الصبي والمبادر الأول لمعالجة المشاكل العربية ونطلب عندها مساعدة روسيا، ومن يريد مساعدتنا، على إيجاد الحلول وليس على خلق المشاكل.",TRUE,negative,-1,new,عودة,return,250
63,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1118070775800578049,16-Apr-2019,"لا أريد تكرار ما تحمل لبنان من تبعاتٍ للأزمةِ السورية، ولكن أريد أن ننحاز هنا في روسيا لمصلحة لبنان ونؤيد المبادرة الروسية لعودة النازحين، بدلاً من الإكتفاء بشكر لبنان على إستضافته لهم. فلبنان لم يعد يحتمل، وهو بحاجة لأفعال قبل الأقوال والأموال؛ والى حل مستدام وليس مساعدات دائمة.",TRUE,negative,-1,new,أزمة,crisis,68
64,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1118070194851799040,16-Apr-2019,"اليوم الأزمة السورية على شفير الإنتهاء، ونحن مع المصالحة بين المكونات السورية، ومع وضع لجنة لتعديل الدستور، ومع الحل السياسي الذي سيوافق عليه ويختاره السوريون، ومع الإنتخابات الديموقراطية، ومع إعادة الإعمار ومع عودة النازحين السوريين، من دون ربطها بأي شرط سوى الأمن والكرامة.",TRUE,negative,-1,new,عودة,return,250
65,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1115929415664459776,10-Apr-2019,لا يجوز أن يبقى لبنان وجاراه في الجغرافيا من دون تنسيق مميز سياسي واقتصادي وعلى رأس جدول الاعمال السياسي عودة النازحين السوريين وعلى المجتمع الدولي ان يتحمل مسؤولياته,TRUE,negative,-1,new,عودة,return,250
66,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1115928614808236032,10-Apr-2019,لبنان لا يمكنه أن يستمرّ طويلاً في سدّ منافذ تسرّب النازحين السوريين الى أوروبا,TRUE,negative,-1,new,إستمرار,continuation,4
67,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1115588439041347586,9-Apr-2019,"القضايا العربية المشتركة، الأزمة السورية،ملف النازحين السوريين وأنعكاساته على لبنان, تفعيل أعمال مؤتمر القمة العربية في تونس وقبلها القمة الاقتصادية التنموية في بيروت مواضيع البحث بين وزير الخارجية والمغتربين جبران باسيل وضيفه الأمين العام لجامعة الدول العربية أحمد أبو الغيط https://t.co/QhTUSLmHwQ",TRUE,negative,-1,new,إنعكاسات,reflections,5
68,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1113036082579456000,2-Apr-2019,من مجلس النواب: عودة النازحين تتأمن بتطبيق القانون اللبناني وبالتعاطي مع المجتمع الدولي ومع الحكومة السورية وهذه ثلاثة اجزاء للخطة ولا يجوز حصرها باتجاه واحد,TRUE,negative,-1,new,عودة,return,250
69,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1111556317573976071,29-Mar-2019,خلال مؤتمر صحافي مشترك مع وزيرة الخارجية البلغارية: لا يحق لأحد ان يمنعنا من عدم استقبال نازحين او لاجئين او متسللين من الاراضي السورية لأن المبرر لم يعد قائما,TRUE,negative,-1,new,متسلل,intruder,1
70,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1110856746833199104,27-Mar-2019,"لقاء مع رئيس مجلس الوزراء التشيكي في مقرّ رئاسة مجلس الوزراء. 
لقاء مثمر وصريح تناول الاوضاع السياسية والإقتصادية وتناول المواضيع الاقليمية في المنطقة، من الجولان الى الوضع في سوريا الى عودة النازحين. https://t.co/tx2cbaYX3V",TRUE,negative,-1,new,عودة,return,250
71,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1109110119458062337,22-Mar-2019,شرحت خطر النزوح على وجودية النموذج اللبناني الفريد واجرينا مقارنة بالاعداد واستنتجنا ان اذا طبقنا عدد النازحين السوريين والفلسطينيين في لبنان نكون كأن ولاية كنساس التي كان يمثلها في الكونغرس وفد اليها 42 مليون مواطن كندي على سبيل المثال,TRUE,negative,-1,new,خطر,danger,16
72,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1108091757470932998,19-Mar-2019,اول خسارة في موضوع النازحين هي لسوريا ويمكن لروسيا ان تكون عاملا مساعدا في عودتهم #مع_جبران,TRUE,negative,-1,new,عودة,return,250
73,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1106289476836429824,14-Mar-2019,"من يريد عودة النازحين عليه ان يوقف كذبة التطبيع مع سوريا، لأن علاقتنا قائمة وليست مقطوعة مع سوريا، ولا تحتاج الى تطبيع",TRUE,negative,-1,new,عودة,return,250
74,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1094935658966274048,11-Feb-2019,متفقون على وجوب التسريع بالحلّ السياسي لسوريا ومسار أستانة يهم لبنان من ناحية الإستقرار وتهيئة الأجواء لعودة النازحين,TRUE,negative,-1,new,عودة,return,250
75,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1094935493513494528,11-Feb-2019,ندعم لجنة تشكيل الدستور السورية وكلّ الجهود التي تصب بعودة النازحين فسوريا أصبحت آمنة في معظمها,TRUE,negative,-1,new,عودة,return,250
76,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1094934631579873282,11-Feb-2019,للدولة السورية مساهمة كبيرة يمكن ان تقوم بها لتشجيع عودة النازحين عبر الضمانات في موضوع الملكية الفردية والخدمة العسكرية لوقف التخويف مع توسيع رقع المناطق التي يمكن ان تستقبل العائدين,TRUE,negative,-1,new,عودة,return,250
